t,i,b₀ᵢ,αₜ,μᵢₜ,vᵢₜ,vₜ,eᵢₜ
1,USA,378017.714,-2.2751253715293775,4.9177830002729745,2.642657628743597,2.9717731104210805,404531.75665762875
1,EU,-45391.353,-2.2751253715293775,12.93147269420198,10.656347322672604,2.9717731104210805,-18869.296652677327
1,BRIC,347855.764,-2.2751253715293775,14.004133005006123,11.729007633476746,2.9717731104210805,374378.8930076335
1,Other,314643.98,-2.2751253715293775,-10.86579477167925,-13.140920143208627,2.9717731104210805,341142.2390798568
2,USA,378017.714,6.8761102551045195,19.020586697200418,28.507399629809857,18.710442743955227,431055.82139962976
2,EU,-45391.353,6.8761102551045195,-0.06847635742956688,9.418336575179872,18.710442743955227,7627.665336575177
2,BRIC,347855.764,6.8761102551045195,4.824078702603679,14.310891635213117,18.710442743955227,400879.6748916352
2,Other,314643.98,6.8761102551045195,13.118330203008613,22.60514313561805,18.710442743955227,367676.1851431356
3,USA,378017.714,-2.6537177441686586,-1.548909692920178,12.234496513475827,20.933834772994384,457524.54849651345
3,EU,-45391.353,-2.6537177441686586,11.935713540229443,25.71911974662545,20.933834772994384,34128.96611974662
3,BRIC,347855.764,-2.6537177441686586,16.292582975957817,30.075989182353823,20.933834772994384,427380.43998918234
3,Other,314643.98,-2.6537177441686586,1.9223274431264208,15.705733649522426,20.933834772994384,394154.2857336495
4,USA,378017.714,4.546785669843173,-10.893920158025772,12.043239359892965,5.864644440409004,483996.1572393599
4,EU,-45391.353,4.546785669843173,-30.46762836664992,-7.530468848731182,5.864644440409004,60567.51653115127
4,BRIC,347855.764,4.546785669843173,-15.251478670444172,7.685680847474565,5.864644440409004,453829.84968084755
4,Other,314643.98,4.546785669843173,-11.67703311491907,11.260126402999667,5.864644440409004,420621.640126403
5,USA,378017.714,2.6578765241721523,30.621897664651723,38.43186432972318,6.332865135831426,510481.1458643297
5,EU,-45391.353,2.6578765241721523,0.4144237929042785,8.22439045797574,6.332865135831426,87041.87139045798
5,BRIC,347855.764,2.6578765241721523,-11.344570640266932,-3.53460397519547,6.332865135831426,480277.22939602484
5,Other,314643.98,2.6578765241721523,-25.60015693424922,-17.790190269177756,6.332865135831426,447051.1898097308
6,USA,378017.714,-4.336563552990535,32.654058895613844,33.880917364451214,19.270393610176292,536921.9949173644
6,EU,-45391.353,-4.336563552990535,26.922826776409174,28.149685245246545,19.270393610176292,113507.19668524523
6,BRIC,347855.764,-4.336563552990535,6.7738508717865615,8.000709340623935,19.270393610176292,506734.16470934066
6,Other,314643.98,-4.336563552990535,5.823404021546106,7.050262490383479,19.270393610176292,473521.4302624904
7,USA,378017.714,12.99546261826122,-9.21558468773597,20.708918717065124,39.46574005847574,563341.022918717
7,EU,-45391.353,12.99546261826122,12.659351397659355,42.58385480246045,39.46574005847574,139953.83085480245
7,BRIC,347855.764,12.99546261826122,48.218198313620306,78.14270171842139,39.46574005847574,533236.5067017183
7,Other,314643.98,12.99546261826122,-13.497018408845104,16.42748499595599,39.46574005847574,499963.00748499593
8,USA,378017.714,2.054802040562222,-10.362588983664324,26.362865698268834,27.457735495038797,589765.6768656982
8,EU,-45391.353,2.054802040562222,-13.34341737773584,23.38203730419732,27.457735495038797,166353.6290373042
8,BRIC,347855.764,2.054802040562222,7.82626261914018,44.55171730107334,27.457735495038797,559621.915717301
8,Other,314643.98,2.054802040562222,-21.191133005317464,15.534321676615694,27.457735495038797,526381.1143216765
9,USA,378017.714,-1.9283648557299515,3.213432953028923,25.406688729690554,24.121884429393255,616170.5206887296
9,EU,-45391.353,-1.9283648557299515,-9.419256985854913,12.773998790806717,24.121884429393255,192748.8209987908
9,BRIC,347855.764,-1.9283648557299515,20.149378004705333,42.34263378136696,24.121884429393255,586025.5066337814
9,Other,314643.98,-1.9283648557299515,-6.229039360952834,15.964216415708796,24.121884429393255,552787.3442164157
10,USA,378017.714,2.920015405948793,-22.33394134107101,1.7771495360997562,25.372397183733007,642539.491149536
